St1,St_1,St2,St_2,City,Zip,Long,Lat
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,SALLY AVE N ((LEHIGH ACRES-LEHIGH ACRES)),SALLY AVE N,LEHIGH ACRES,33971,-81.689041132200003,26.624230850899998
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,SARA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),SARA AVE N,LEHIGH ACRES,33971,-81.688120704699998,26.624227965799999
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,SUNNILAND BLVD ((LEHIGH ACRES-LEHIGH ACRES)),SUNNILAND BLVD,LEHIGH ACRES,33971,-81.693430120800002,26.624238361100002
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,SUNSHINE BLVD N ((LEHIGH ACRES-LEHIGH ACRES)),SUNSHINE BLVD N,LEHIGH ACRES,33971,-81.685885056499998,26.624273789400000
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,SUNSHINE BLVD N ((LEHIGH ACRES-LEHIGH ACRES)),SUNSHINE BLVD N,LEHIGH ACRES,33971,-81.685885669000001,26.624220927800000
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,SUSAN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),SUSAN AVE N,LEHIGH ACRES,33971,-81.690104291799997,26.624234348800002
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,SUSAN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),SUSAN AVE N,LEHIGH ACRES,33971,-81.689954071900004,26.624229680900001
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,TENA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),TENA AVE N,LEHIGH ACRES,33971,-81.691038152199994,26.624230869900000
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,UNICE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),UNICE AVE N,LEHIGH ACRES,33971,-81.692447176200005,26.624239881299999
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,VENICE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),VENICE AVE N,LEHIGH ACRES,33971,-81.694437481700007,26.624239048300002
12TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),12TH ST W,XELDA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),XELDA AVE N,LEHIGH ACRES,33971,-81.697107308499994,26.624234823300000
13TH ST E ((BOCA GRANDE-BOCA GRANDE)),13TH ST E,EAST RAILROAD AVE ((BOCA GRANDE-BOCA GRANDE)),EAST RAILROAD AVE,BOCA GRANDE,33921,-82.263413307999997,26.758725867900001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,BRUCE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),BRUCE AVE S,LEHIGH ACRES,33976,-81.699824105399998,26.601268829700000
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,CIRCLE DR ((LEHIGH ACRES-LEHIGH ACRES)),CIRCLE DR,LEHIGH ACRES,33973,-81.722639131799994,26.600159905200002
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,CONNIE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CONNIE AVE S,LEHIGH ACRES,33976,-81.665462155399993,26.601493903300000
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,CURTIS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CURTIS AVE S,LEHIGH ACRES,33976,-81.705055127199998,26.601094887799999
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,DOUGLAS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DOUGLAS AVE S,LEHIGH ACRES,33976,-81.707647156500002,26.600990825400000
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,ELVA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ELVA AVE S,LEHIGH ACRES,33976,-81.668062161799995,26.601479859000001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,FLOYD AVE S ((LEHIGH ACRES-LEHIGH ACRES)),FLOYD AVE S,LEHIGH ACRES,33976,-81.712401176599997,26.600957902600001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,FLOYD AVE S ((LEHIGH ACRES-LEHIGH ACRES)),FLOYD AVE S,LEHIGH ACRES,33976,-81.712373148200001,26.600773871600001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,GOLFVIEW BLVD ((LEHIGH ACRES-LEHIGH ACRES)),GOLFVIEW BLVD,LEHIGH ACRES,33973,-81.725008158799994,26.600859867400001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,GRETCHEN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),GRETCHEN AVE S,LEHIGH ACRES,33973,-81.714033741899996,26.600821612699999
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,GUNNERY RD S ((LEHIGH ACRES-LEHIGH ACRES)),GUNNERY RD S,LEHIGH ACRES,33976,-81.713107796800003,26.600911026199999
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,GUNNERY RD S ((LEHIGH ACRES-LEHIGH ACRES)),GUNNERY RD S,LEHIGH ACRES,33973,-81.713308271200006,26.600894094800001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,IDA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),IDA AVE S,LEHIGH ACRES,33976,-81.673297170799998,26.601464890799999
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,IVAN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),IVAN AVE S,LEHIGH ACRES,33973,-81.721704112099999,26.600155823700000
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,JOAN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),JOAN AVE S,LEHIGH ACRES,33976,-81.675903111799997,26.601460827800000
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,OLIVE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),OLIVE AVE S,LEHIGH ACRES,33976,-81.681645132699998,26.601475106100001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,RUTH AVE S ((LEHIGH ACRES-LEHIGH ACRES)),RUTH AVE S,LEHIGH ACRES,33976,-81.685420163399996,26.601475860899999
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,SARA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),SARA AVE S,LEHIGH ACRES,33976,-81.688011140900002,26.601462877300001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,SUNSHINE BLVD S ((LEHIGH ACRES-LEHIGH ACRES)),SUNSHINE BLVD S,LEHIGH ACRES,33976,-81.679204160400005,26.601486902100000
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,TERRY AVE S ((LEHIGH ACRES-LEHIGH ACRES)),TERRY AVE S,LEHIGH ACRES,33976,-81.692270107499994,26.601451837900001
13TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST SW,YVONNE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),YVONNE AVE S,LEHIGH ACRES,33976,-81.697219108900001,26.601354847900001
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,BRIAN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),BRIAN AVE N,LEHIGH ACRES,33971,-81.701818154999998,26.625062889300001
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,BRUCE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),BRUCE AVE N,LEHIGH ACRES,33971,-81.699711147299993,26.625048890300000
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,COLIN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),COLIN AVE N,LEHIGH ACRES,33971,-81.703931124099995,26.625045908699999
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,DENIS AVE N ((LEHIGH ACRES-LEHIGH ACRES)),DENIS AVE N,LEHIGH ACRES,33971,-81.706289106300005,26.625036895200001
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,DOUGLAS AVE N ((LEHIGH ACRES-LEHIGH ACRES)),DOUGLAS AVE N,LEHIGH ACRES,33971,-81.708895742400003,26.625028701900000
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,FLOYD AVE N ((LEHIGH ACRES-LEHIGH ACRES)),FLOYD AVE N,LEHIGH ACRES,33971,-81.713354125899997,26.625033885600001
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,FRED AVE N ((LEHIGH ACRES-LEHIGH ACRES)),FRED AVE N,LEHIGH ACRES,33971,-81.711394136199999,26.625025859899999
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,GUNNERY RD N ((LEHIGH ACRES-LEHIGH ACRES)),GUNNERY RD N,LEHIGH ACRES,33971,-81.715513118000004,26.625029823900000
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,IDA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),IDA AVE N,LEHIGH ACRES,33971,-81.673249999600003,26.625258581499999
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,JOAN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),JOAN AVE N,LEHIGH ACRES,33971,-81.675867102200002,26.625250849699999
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,OLIVE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),OLIVE AVE N,LEHIGH ACRES,33971,-81.680218144600005,26.625123846000001
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,RITA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RITA AVE N,LEHIGH ACRES,33971,-81.687187704699994,26.625048677100001
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,RUTH AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RUTH AVE N,LEHIGH ACRES,33971,-81.683952319499994,26.625143960599999
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,SUNSHINE BLVD N ((LEHIGH ACRES-LEHIGH ACRES)),SUNSHINE BLVD N,LEHIGH ACRES,33971,-81.685853118400004,26.625159873200001
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,SUSAN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),SUSAN AVE N,LEHIGH ACRES,33971,-81.690092170000000,26.625057866900001
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,UNICE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),UNICE AVE N,LEHIGH ACRES,33971,-81.692451118799994,26.625057841000000
13TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),13TH ST W,XELDA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),XELDA AVE N,LEHIGH ACRES,33971,-81.697107145800004,26.625055825099999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,ALAN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ALAN AVE S,LEHIGH ACRES,33976,-81.698570833999995,26.600426647700001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,BERT AVE S ((LEHIGH ACRES-LEHIGH ACRES)),BERT AVE S,LEHIGH ACRES,33976,-81.701782265000006,26.600313834600001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,BRIAN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),BRIAN AVE S,LEHIGH ACRES,33976,-81.700725166699996,26.600352841100001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,BRUCE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),BRUCE AVE S,LEHIGH ACRES,33976,-81.699772408399994,26.600386333800000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,BRUCE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),BRUCE AVE S,LEHIGH ACRES,33976,-81.699643109600004,26.600381457699999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,CLYDE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CLYDE AVE S,LEHIGH ACRES,33976,-81.702868157300003,26.600272836999999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,COLIN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),COLIN AVE S,LEHIGH ACRES,33976,-81.703834162999996,26.600239824100001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,CONNIE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CONNIE AVE S,LEHIGH ACRES,33976,-81.665462164900006,26.600607886100001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,CURTIS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CURTIS AVE S,LEHIGH ACRES,33976,-81.704830135700007,26.600211832900001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,CURTIS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CURTIS AVE S,LEHIGH ACRES,33976,-81.705020133800005,26.600207894299999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,DENIS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DENIS AVE S,LEHIGH ACRES,33976,-81.705793155199999,26.600180878300002
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,DONALD AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DONALD AVE S,LEHIGH ACRES,33976,-81.706791149699995,26.600138883700001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,DOUGLAS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DOUGLAS AVE S,LEHIGH ACRES,33976,-81.707608131499995,26.600117905499999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,DOUGLAS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DOUGLAS AVE S,LEHIGH ACRES,33976,-81.707765174000002,26.600110825800002
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,EARL AVE S ((LEHIGH ACRES-LEHIGH ACRES)),EARL AVE S,LEHIGH ACRES,33976,-81.709747118699994,26.600045823500000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,ELVA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ELVA AVE S,LEHIGH ACRES,33976,-81.668043092199994,26.600597859800001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,ERIC AVE S ((LEHIGH ACRES-LEHIGH ACRES)),ERIC AVE S,LEHIGH ACRES,33976,-81.708770105300005,26.600075874500000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,FLOYD AVE S ((LEHIGH ACRES-LEHIGH ACRES)),FLOYD AVE S,LEHIGH ACRES,33976,-81.712302184099997,26.599874889900001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,FRED AVE S ((LEHIGH ACRES-LEHIGH ACRES)),FRED AVE S,LEHIGH ACRES,33976,-81.711053127300005,26.599965881399999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,GILBERT AVE S ((LEHIGH ACRES-LEHIGH ACRES)),GILBERT AVE S,LEHIGH ACRES,33973,-81.714873179999998,26.599354859700000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,GOLFVIEW BLVD ((LEHIGH ACRES-LEHIGH ACRES)),GOLFVIEW BLVD,LEHIGH ACRES,33973,-81.725715171499999,26.600311834700001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,GORDON AVE S ((LEHIGH ACRES-LEHIGH ACRES)),GORDON AVE S,LEHIGH ACRES,33973,-81.715794143099998,26.599346863200001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,GRETCHEN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),GRETCHEN AVE S,LEHIGH ACRES,33973,-81.713899158499999,26.599351822199999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,GUNNERY RD S ((LEHIGH ACRES-LEHIGH ACRES)),GUNNERY RD S,LEHIGH ACRES,33973,-81.713165446100007,26.599359813800000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,HAROLD AVE S ((LEHIGH ACRES-LEHIGH ACRES)),HAROLD AVE S,LEHIGH ACRES,33973,-81.716730178399999,26.599338887999998
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,HARRY AVE S ((LEHIGH ACRES-LEHIGH ACRES)),HARRY AVE S,LEHIGH ACRES,33973,-81.717625171600005,26.599417849100000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,HIDDEN PT ((LEHIGH ACRES-LEHIGH ACRES)),HIDDEN PT,LEHIGH ACRES,33973,-81.725152144099994,26.599766860300001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,HIGHTOWER AVE S ((LEHIGH ACRES-LEHIGH ACRES)),HIGHTOWER AVE S,LEHIGH ACRES,33973,-81.718864186800005,26.599330841699999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,HOMER AVE S ((LEHIGH ACRES-LEHIGH ACRES)),HOMER AVE S,LEHIGH ACRES,33973,-81.719786188200004,26.599337897500000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,ICHABOD AVE ((LEHIGH ACRES-LEHIGH ACRES)),ICHABOD AVE,LEHIGH ACRES,33973,-81.720708137800003,26.599332847900001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,IDA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),IDA AVE S,LEHIGH ACRES,33976,-81.673297110500002,26.600581853400001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,IVAN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),IVAN AVE S,LEHIGH ACRES,33973,-81.721627176599995,26.599332842100001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,JOAN AVE S ((LEHIGH ACRES-LEHIGH ACRES)),JOAN AVE S,LEHIGH ACRES,33976,-81.675903126999998,26.600573816299999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,OLIVE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),OLIVE AVE S,LEHIGH ACRES,33976,-81.681644174499993,26.600599862900001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,RUTH AVE S ((LEHIGH ACRES-LEHIGH ACRES)),RUTH AVE S,LEHIGH ACRES,33976,-81.685408112399998,26.600582864300002
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,SARA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),SARA AVE S,LEHIGH ACRES,33976,-81.688019167600004,26.600579856000000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,SUNSHINE BLVD S ((LEHIGH ACRES-LEHIGH ACRES)),SUNSHINE BLVD S,LEHIGH ACRES,33976,-81.679206430899995,26.600604006000001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,TERRY AVE S ((LEHIGH ACRES-LEHIGH ACRES)),TERRY AVE S,LEHIGH ACRES,33976,-81.692270172799994,26.600560853400001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,VERA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),VERA AVE S,LEHIGH ACRES,33976,-81.693959151499996,26.600513852999999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,WANDA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),WANDA AVE S,LEHIGH ACRES,33976,-81.695376158700000,26.600525830100000
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,XELDA AVE S ((LEHIGH ACRES-LEHIGH ACRES)),XELDA AVE S,LEHIGH ACRES,33976,-81.696436575000007,26.600488478900001
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,YVONNE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),YVONNE AVE S,LEHIGH ACRES,33976,-81.697184139100003,26.600481844099999
14TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST SW,YVONNE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),YVONNE AVE S,LEHIGH ACRES,33976,-81.697504548799998,26.600466871700000
14TH ST W ((BOCA GRANDE-BOCA GRANDE)),14TH ST W,GASPARILLA RD ((BOCA GRANDE-BOCA GRANDE)),GASPARILLA RD,BOCA GRANDE,33921,-82.263868272799996,26.759474894299998
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,ANN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),ANN AVE N,LEHIGH ACRES,33971,-81.663105128100000,26.626243882000001
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,BETH AVE N ((LEHIGH ACRES-LEHIGH ACRES)),BETH AVE N,LEHIGH ACRES,33971,-81.664111144700001,26.626231908200001
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,BRIAN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),BRIAN AVE N,LEHIGH ACRES,33971,-81.701823951199998,26.625876497899998
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,BRUCE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),BRUCE AVE N,LEHIGH ACRES,33971,-81.699704158200007,26.625884878899999
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,COLIN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),COLIN AVE N,LEHIGH ACRES,33971,-81.703931167099995,26.625864853200000
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,CONNIE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),CONNIE AVE N,LEHIGH ACRES,33971,-81.665083117999998,26.626218853299999
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,DENIS AVE N ((LEHIGH ACRES-LEHIGH ACRES)),DENIS AVE N,LEHIGH ACRES,33971,-81.706302148099994,26.625864893500001
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,DOROTHY AVE N ((LEHIGH ACRES-LEHIGH ACRES)),DOROTHY AVE N,LEHIGH ACRES,33971,-81.666382162299996,26.626196901600000
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,DOUGLAS AVE N ((LEHIGH ACRES-LEHIGH ACRES)),DOUGLAS AVE N,LEHIGH ACRES,33971,-81.708887181700007,26.625864881300000
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,ELAINE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),ELAINE AVE N,OBOR,OBOR,-81.667697101700000,26.626205847300000
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,FLOYD AVE N ((LEHIGH ACRES-LEHIGH ACRES)),FLOYD AVE N,LEHIGH ACRES,33971,-81.713359107599999,26.625858888800000
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,FRED AVE N ((LEHIGH ACRES-LEHIGH ACRES)),FRED AVE N,LEHIGH ACRES,33971,-81.711357178200004,26.625854840599999
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,GUNNERY RD N ((LEHIGH ACRES-LEHIGH ACRES)),GUNNERY RD N,LEHIGH ACRES,33971,-81.715586133800002,26.625851893499998
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,IDA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),IDA AVE N,LEHIGH ACRES,33971,-81.673263932200001,26.626148309700000
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,JOAN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),JOAN AVE N,LEHIGH ACRES,33971,-81.675881102899993,26.626131841799999
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,OLIVE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),OLIVE AVE N,LEHIGH ACRES,33971,-81.680205162799993,26.626007846000000
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,RITA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RITA AVE N,LEHIGH ACRES,33971,-81.687177381699996,26.625868076500002
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,RUTH AVE N ((LEHIGH ACRES-LEHIGH ACRES)),RUTH AVE N,LEHIGH ACRES,33971,-81.683941124399993,26.626044903099999
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,SUNSHINE BLVD N ((LEHIGH ACRES-LEHIGH ACRES)),SUNSHINE BLVD N,LEHIGH ACRES,33971,-81.685850324800001,26.626046123199998
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,SUSAN AVE N ((LEHIGH ACRES-LEHIGH ACRES)),SUSAN AVE N,LEHIGH ACRES,33971,-81.690085110100000,26.625879254000001
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,UNICE AVE N ((LEHIGH ACRES-LEHIGH ACRES)),UNICE AVE N,LEHIGH ACRES,33971,-81.692432107100004,26.625883348999999
14TH ST W ((LEHIGH ACRES-LEHIGH ACRES)),14TH ST W,XELDA AVE N ((LEHIGH ACRES-LEHIGH ACRES)),XELDA AVE N,LEHIGH ACRES,33971,-81.697107162600005,26.625897878400000
15TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),15TH ST SW,21ST ST SW ((LEHIGH ACRES-LEHIGH ACRES)),21ST ST SW,LEHIGH ACRES,33973,-81.727389145399997,26.598202865200001
15TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),15TH ST SW,22ND ST SW ((LEHIGH ACRES-LEHIGH ACRES)),22ND ST SW,LEHIGH ACRES,33973,-81.729331170500004,26.598190864100001
15TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),15TH ST SW,BRUCE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),BRUCE AVE S,LEHIGH ACRES,33976,-81.699719119600005,26.598496898899999
15TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),15TH ST SW,CONNIE AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CONNIE AVE S,LEHIGH ACRES,33976,-81.665466023999997,26.599721774999999
15TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),15TH ST SW,CURTIS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),CURTIS AVE S,LEHIGH ACRES,33976,-81.704964178500006,26.598484847000002
15TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),15TH ST SW,DOUGLAS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DOUGLAS AVE S,LEHIGH ACRES,33976,-81.707321184999998,26.598481858400000
15TH ST SW ((LEHIGH ACRES-LEHIGH ACRES)),15TH ST SW,DOUGLAS AVE S ((LEHIGH ACRES-LEHIGH ACRES)),DOUGLAS AVE S,LEHIGH ACRES,33976,-81.707551180600007,26.598477818100001
